Wave Data provided @ 13:15hrs on 27-08-2023,,,,,,
Site, DateTime, Hsig, Hmax, Tp, Tz, Direction
Cape Flattery,2023-08-21T09:30:00,0.576,0.93,3.85,3.226,113.9
Cape Flattery,2023-08-21T10:00:00,0.625,1.16,4.17,3.2,111.1
Cape Flattery,2023-08-21T10:30:00,0.662,1.11,3.85,3.252,113.9
Cape Flattery,2023-08-21T11:00:00,0.641,1.21,4.17,3.279,116.7
Cape Flattery,2023-08-21T11:30:00,0.66,1.18,4.17,3.2,109.7
Cape Flattery,2023-08-21T12:00:00,0.632,1.07,4.35,3.279,109.7
Cape Flattery,2023-08-21T12:30:00,0.571,1.05,4,3.252,111.1
Cape Flattery,2023-08-21T13:00:00,0.55,1.22,4,3.2,115.3
Cape Flattery,2023-08-21T13:30:00,0.569,1.08,4.17,3.252,108.3
Cape Flattery,2023-08-21T14:00:00,0.547,1.05,3.85,3.2,109.7
Cape Flattery,2023-08-21T14:30:00,0.575,1.04,3.85,3.125,113.9
Cape Flattery,2023-08-21T15:00:00,0.529,0.93,3.85,3.101,111.1
Cape Flattery,2023-08-21T15:30:00,0.54,1,3.57,3.03,116.7
Cape Flattery,2023-08-21T16:00:00,0.501,0.99,3.85,3.03,113.9
Cape Flattery,2023-08-21T16:30:00,0.552,0.95,3.7,3.03,115.3
Cape Flattery,2023-08-21T17:00:00,0.537,0.95,3.85,3.053,116.7
Cape Flattery,2023-08-21T17:30:00,0.544,1.05,3.7,3.053,119.5
Cape Flattery,2023-08-21T18:00:00,0.524,0.9,3.7,3.101,116.7
Cape Flattery,2023-08-21T18:30:00,0.54,0.99,3.85,3.101,116.7
Cape Flattery,2023-08-21T19:00:00,0.5,0.94,3.85,3.077,118.1
Cape Flattery,2023-08-21T19:30:00,0.477,0.79,3.85,3.008,116.7
Cape Flattery,2023-08-21T20:00:00,0.461,0.83,3.45,3.008,113.9
Cape Flattery,2023-08-21T20:30:00,0.449,0.84,3.45,2.941,120.9
Cape Flattery,2023-08-21T21:00:00,0.432,0.85,3.7,3.008,112.5
Cape Flattery,2023-08-21T21:30:00,0.419,0.88,3.45,2.941,118.1
Cape Flattery,2023-08-21T22:00:00,0.464,0.87,3.7,2.941,115.3
Cape Flattery,2023-08-21T22:30:00,0.475,0.79,3.57,2.963,119.5
Cape Flattery,2023-08-21T23:00:00,0.497,0.89,3.7,2.985,122.3
Cape Flattery,2023-08-21T23:30:00,0.512,0.84,3.7,3.03,115.3
Cape Flattery,2023-08-22T00:00:00,0.477,0.85,3.85,3.008,118.1
Cape Flattery,2023-08-22T00:30:00,0.506,0.85,3.85,3.053,115.3
Cape Flattery,2023-08-22T01:00:00,0.526,0.95,3.7,3.077,119.5
Cape Flattery,2023-08-22T01:30:00,0.549,0.97,4,3.15,118.1
Cape Flattery,2023-08-22T02:00:00,0.524,1.09,4,3.15,119.5
Cape Flattery,2023-08-22T02:30:00,0.521,0.91,3.85,3.053,119.5
Cape Flattery,2023-08-22T03:00:00,0.527,1.09,4,3.101,113.9
Cape Flattery,2023-08-22T03:30:00,0.531,1.14,3.85,3.077,111.1
Cape Flattery,2023-08-22T04:00:00,0.553,1,4,3.125,116.7
Cape Flattery,2023-08-22T04:30:00,0.536,1.06,4,3.125,116.7
Cape Flattery,2023-08-22T05:00:00,0.488,0.78,4,3.125,115.3
Cape Flattery,2023-08-22T05:30:00,0.413,0.72,3.85,3.077,116.7
Cape Flattery,2023-08-22T06:00:00,0.383,0.64,3.57,2.941,109.7
Cape Flattery,2023-08-22T06:30:00,0.385,0.64,3.33,2.878,112.5
Cape Flattery,2023-08-22T07:00:00,0.365,0.64,3.23,2.797,118.1
Cape Flattery,2023-08-22T07:30:00,0.396,0.67,3.03,2.817,112.5
Cape Flattery,2023-08-22T08:00:00,0.467,0.85,3.03,2.857,113.9
Cape Flattery,2023-08-22T08:30:00,0.527,0.84,3.45,2.985,118.1
Cape Flattery,2023-08-22T09:00:00,0.52,1.01,3.85,3.125,113.9
Cape Flattery,2023-08-22T09:30:00,0.505,0.8,4,3.175,109.7
Cape Flattery,2023-08-22T10:00:00,0.447,0.84,3.57,3.077,112.5
Cape Flattery,2023-08-22T10:30:00,0.395,0.67,3.7,3.03,109.7
Cape Flattery,2023-08-22T11:00:00,0.396,0.7,3.57,2.899,116.7
Cape Flattery,2023-08-22T11:30:00,0.368,0.67,3.57,2.878,119.5
Cape Flattery,2023-08-22T12:00:00,0.395,0.68,3.45,2.74,116.7
Cape Flattery,2023-08-22T12:30:00,0.424,0.66,3.23,2.857,113.9
Cape Flattery,2023-08-22T13:00:00,0.451,0.79,3.7,2.878,125.2
Cape Flattery,2023-08-22T13:30:00,0.403,0.69,3.33,2.899,125.2
Cape Flattery,2023-08-22T14:00:00,0.318,0.55,3.45,2.899,122.3
Cape Flattery,2023-08-22T14:30:00,0.266,0.51,3.45,2.899,120.9
Cape Flattery,2023-08-22T15:00:00,0.324,0.53,3.23,2.817,118.1
Cape Flattery,2023-08-22T15:30:00,0.4,0.68,3.23,2.703,120.9
Cape Flattery,2023-08-22T16:30:00,0.427,0.75,3.13,2.817,122.3
Cape Flattery,2023-08-22T17:00:00,0.429,0.81,3.45,2.837,118.1
Cape Flattery,2023-08-22T17:30:00,0.463,0.81,3.33,2.899,122.3
Cape Flattery,2023-08-22T18:00:00,0.482,0.94,3.33,2.837,125.2
Cape Flattery,2023-08-22T18:30:00,0.502,0.89,3.57,2.92,118.1
Cape Flattery,2023-08-22T19:00:00,0.526,0.98,3.7,2.985,120.9
Cape Flattery,2023-08-22T19:30:00,0.485,0.89,3.7,3.008,116.7
Cape Flattery,2023-08-22T20:00:00,0.455,0.73,3.57,2.985,115.3
Cape Flattery,2023-08-22T20:30:00,0.535,0.95,3.85,2.985,113.9
Cape Flattery,2023-08-22T21:00:00,0.495,0.8,3.57,3.053,120.9
Cape Flattery,2023-08-22T21:30:00,0.417,0.86,3.7,2.985,115.3
Cape Flattery,2023-08-22T22:00:00,0.429,0.89,3.7,2.941,118.1
Cape Flattery,2023-08-22T22:30:00,0.439,0.78,3.45,2.92,118.1
Cape Flattery,2023-08-22T23:00:00,0.463,0.98,3.33,2.878,120.9
Cape Flattery,2023-08-22T23:30:00,0.522,0.9,3.7,3.053,113.9
Cape Flattery,2023-08-23T00:00:00,0.508,0.83,3.7,3.053,120.9
Cape Flattery,2023-08-23T00:30:00,0.492,0.96,3.85,3.03,116.7
Cape Flattery,2023-08-23T01:00:00,0.487,0.95,4,3.053,116.7
Cape Flattery,2023-08-23T01:30:00,0.526,0.98,3.7,3.053,116.7
Cape Flattery,2023-08-23T02:00:00,0.545,0.9,3.85,3.03,113.9
Cape Flattery,2023-08-23T02:30:00,0.533,1.07,3.7,3.077,113.9
Cape Flattery,2023-08-23T03:00:00,0.56,1.04,3.85,3.101,113.9
Cape Flattery,2023-08-23T03:30:00,0.61,1.08,3.85,3.125,116.7
Cape Flattery,2023-08-23T04:00:00,0.591,0.96,3.85,3.175,115.3
Cape Flattery,2023-08-23T04:30:00,0.575,1.07,3.85,3.15,115.3
Cape Flattery,2023-08-23T05:00:00,0.587,0.97,3.85,3.125,113.9
Cape Flattery,2023-08-23T05:30:00,0.587,1.05,4,3.101,115.3
Cape Flattery,2023-08-23T06:00:00,0.588,1.02,4.17,3.15,111.1
Cape Flattery,2023-08-23T06:30:00,0.566,0.92,4.17,3.101,111.1
Cape Flattery,2023-08-23T07:00:00,0.568,1.05,3.85,3.101,111.1
Cape Flattery,2023-08-23T07:30:00,0.6,0.95,3.7,3.077,112.5
Cape Flattery,2023-08-23T08:00:00,0.544,1.01,4,3.175,116.7
Cape Flattery,2023-08-23T08:30:00,0.572,1.03,4.17,3.125,118.1
Cape Flattery,2023-08-23T09:00:00,0.569,1.05,3.85,3.125,115.3
Cape Flattery,2023-08-23T09:30:00,0.567,0.95,3.85,3.15,116.7
Cape Flattery,2023-08-23T10:00:00,0.571,0.95,4,3.15,119.5
Cape Flattery,2023-08-23T10:30:00,0.551,0.92,3.85,3.125,118.1
Cape Flattery,2023-08-23T11:00:00,0.571,1.04,4,3.101,116.7
Cape Flattery,2023-08-23T11:30:00,0.572,1.05,3.85,3.101,115.3
Cape Flattery,2023-08-23T12:00:00,0.581,1.02,3.85,3.077,118.1
Cape Flattery,2023-08-23T12:30:00,0.588,1.1,3.85,3.101,119.5
Cape Flattery,2023-08-23T13:00:00,0.588,1.26,3.7,3.125,116.7
Cape Flattery,2023-08-23T13:30:00,0.572,1.05,4,3.15,119.5
Cape Flattery,2023-08-23T14:00:00,0.583,1,4,3.125,116.7
Cape Flattery,2023-08-23T14:30:00,0.577,1.08,4,3.175,118.1
Cape Flattery,2023-08-23T15:00:00,0.647,1.03,3.85,3.101,120.9
Cape Flattery,2023-08-23T15:30:00,0.62,1.1,3.7,3.175,120.9
Cape Flattery,2023-08-23T16:00:00,0.629,1.17,4.17,3.175,125.2
Cape Flattery,2023-08-23T16:30:00,0.592,1.1,3.7,3.175,119.5
Cape Flattery,2023-08-23T17:00:00,0.655,1.18,3.85,3.053,125.2
Cape Flattery,2023-08-23T17:30:00,0.586,1.01,4.17,3.279,123.8
Cape Flattery,2023-08-23T18:30:00,0.584,0.98,4.17,3.15,119.5
Cape Flattery,2023-08-23T19:00:00,0.616,1.13,4.35,3.175,120.9
Cape Flattery,2023-08-23T19:30:00,0.602,1,4.35,3.2,119.5
Cape Flattery,2023-08-23T20:00:00,0.586,0.99,4.35,3.226,123.8
Cape Flattery,2023-08-23T20:30:00,0.652,1.05,4.17,3.252,116.7
Cape Flattery,2023-08-23T21:00:00,0.664,1.31,4.35,3.252,116.7
Cape Flattery,2023-08-23T21:30:00,0.687,1.33,4.55,3.333,120.9
Cape Flattery,2023-08-23T22:00:00,0.67,1.18,4.35,3.333,113.9
Cape Flattery,2023-08-23T22:30:00,0.617,1.07,4.55,3.361,112.5
Cape Flattery,2023-08-23T23:00:00,0.68,1.25,4.35,3.361,115.3
Cape Flattery,2023-08-23T23:30:00,0.616,1.17,4.35,3.333,116.7
Cape Flattery,2023-08-24T00:00:00,0.647,1.05,4.17,3.306,115.3
Cape Flattery,2023-08-24T00:30:00,0.598,1.08,4.17,3.279,118.1
Cape Flattery,2023-08-24T01:00:00,0.61,1.12,4.55,3.333,116.7
Cape Flattery,2023-08-24T01:30:00,0.64,1.27,4.35,3.333,115.3
Cape Flattery,2023-08-24T02:00:00,0.628,1.26,4.35,3.252,112.5
Cape Flattery,2023-08-24T02:30:00,0.638,1.25,4.17,3.2,111.1
Cape Flattery,2023-08-24T03:00:00,0.655,1.15,4.35,3.306,112.5
Cape Flattery,2023-08-24T03:30:00,0.673,1.26,4.17,3.279,109.7
Cape Flattery,2023-08-24T04:00:00,0.647,1.12,4.55,3.39,115.3
Cape Flattery,2023-08-24T04:30:00,0.624,0.93,4.17,3.333,112.5
Cape Flattery,2023-08-24T05:30:00,0.644,1.03,4.17,3.636,111.1
Cape Flattery,2023-08-24T06:00:00,0.674,1.28,4.55,3.252,115.3
Cape Flattery,2023-08-24T06:30:00,0.558,1.16,4.35,3.333,112.5
Cape Flattery,2023-08-24T07:00:00,0.505,0.86,4.17,3.077,113.9
Cape Flattery,2023-08-24T07:30:00,0.558,1.03,4.17,3.101,115.3
Cape Flattery,2023-08-24T08:00:00,0.605,1.13,3.85,3.101,108.3
Cape Flattery,2023-08-24T08:30:00,0.623,1.12,4,3.125,112.5
Cape Flattery,2023-08-24T09:00:00,0.617,1.11,4.17,3.306,113.9
Cape Flattery,2023-08-24T10:00:00,0.598,0.98,4.35,3.306,112.5
Cape Flattery,2023-08-24T10:30:00,0.647,1.12,4.17,3.252,113.9
Cape Flattery,2023-08-24T11:00:00,0.59,1.22,4.17,3.279,118.1
Cape Flattery,2023-08-24T11:30:00,0.617,1.03,4,3.252,118.1
Cape Flattery,2023-08-24T12:00:00,0.549,1.22,4.17,3.252,118.1
Cape Flattery,2023-08-24T12:30:00,0.512,0.95,4,3.15,116.7
Cape Flattery,2023-08-24T13:00:00,0.509,0.94,4,3.15,119.5
Cape Flattery,2023-08-24T13:30:00,0.57,1.04,4.17,3.101,115.3
Cape Flattery,2023-08-24T14:00:00,0.593,1.03,4,3.2,111.1
Cape Flattery,2023-08-24T14:30:00,0.559,1.02,3.85,3.252,115.3
Cape Flattery,2023-08-24T15:00:00,0.565,0.85,4.17,3.2,112.5
Cape Flattery,2023-08-24T15:30:00,0.607,1.12,3.85,3.101,118.1
Cape Flattery,2023-08-24T16:00:00,0.6,1.12,3.85,3.125,120.9
Cape Flattery,2023-08-24T16:30:00,0.595,1.19,4,3.15,112.5
Cape Flattery,2023-08-24T17:00:00,0.659,1.08,3.7,3.2,116.7
Cape Flattery,2023-08-24T18:00:00,0.616,1.07,4.17,3.636,118.1
Cape Flattery,2023-08-24T18:30:00,0.618,1.1,4.17,3.279,118.1
Cape Flattery,2023-08-24T19:00:00,0.655,1.03,4.17,3.279,111.1
Cape Flattery,2023-08-24T19:30:00,0.654,1.25,4.35,3.252,112.5
Cape Flattery,2023-08-24T20:00:00,0.663,1.44,4.17,3.226,115.3
Cape Flattery,2023-08-24T20:30:00,0.656,1.17,4.17,3.419,115.3
Cape Flattery,2023-08-24T21:00:00,0.737,1.25,4.35,3.252,108.3
Cape Flattery,2023-08-24T21:30:00,0.723,1.23,4.35,3.448,106.9
Cape Flattery,2023-08-24T22:00:00,0.688,1.28,4.76,3.478,111.1
Cape Flattery,2023-08-24T22:30:00,0.632,1.39,4.35,3.39,111.1
Cape Flattery,2023-08-24T23:00:00,0.659,1.24,4.35,3.306,112.5
Cape Flattery,2023-08-24T23:30:00,0.718,1.25,4.55,3.39,111.1
Cape Flattery,2023-08-25T00:00:00,0.75,1.33,4.17,3.448,111.1
Cape Flattery,2023-08-25T00:30:00,0.64,1.12,4.55,3.39,116.7
Cape Flattery,2023-08-25T01:00:00,0.662,1.14,4.35,3.306,113.9
Cape Flattery,2023-08-25T01:30:00,0.67,1.19,4.35,3.333,115.3
Cape Flattery,2023-08-25T02:00:00,0.686,1.17,4.35,3.361,113.9
Cape Flattery,2023-08-25T02:30:00,0.7,1.28,4.55,3.39,119.5
Cape Flattery,2023-08-25T03:30:00,0.664,1.16,4.55,3.361,116.7
Cape Flattery,2023-08-25T04:00:00,0.695,1.26,4.35,3.361,115.3
Cape Flattery,2023-08-25T04:30:00,0.672,1.14,4.55,3.252,113.9
Cape Flattery,2023-08-25T05:00:00,0.713,1.51,4.35,3.361,118.1
Cape Flattery,2023-08-25T05:30:00,0.736,1.43,4.35,3.448,115.3
Cape Flattery,2023-08-25T06:00:00,0.759,1.46,4.35,3.419,115.3
Cape Flattery,2023-08-25T06:30:00,0.776,1.39,4.55,3.509,113.9
Cape Flattery,2023-08-25T07:00:00,0.779,1.36,4.55,3.478,113.9
Cape Flattery,2023-08-25T07:30:00,0.742,1.37,4.55,3.448,115.3
Cape Flattery,2023-08-25T08:00:00,0.837,1.53,4.55,3.509,116.7
Cape Flattery,2023-08-25T08:30:00,0.759,1.44,4.35,3.604,111.1
Cape Flattery,2023-08-25T09:00:00,0.759,1.49,4.35,3.419,116.7
Cape Flattery,2023-08-25T09:30:00,0.771,1.45,4.35,3.509,118.1
Cape Flattery,2023-08-25T10:00:00,0.715,1.21,4.55,3.509,115.3
Cape Flattery,2023-08-25T10:30:00,0.712,1.2,4.55,3.448,113.9
Cape Flattery,2023-08-25T11:00:00,0.646,1.4,4.35,3.419,119.5
Cape Flattery,2023-08-25T11:30:00,0.627,1.07,4.35,3.39,118.1
Cape Flattery,2023-08-25T12:00:00,0.63,1.22,4.17,3.279,116.7
Cape Flattery,2023-08-25T12:30:00,0.636,1,4.17,3.279,116.7
Cape Flattery,2023-08-25T13:00:00,0.646,1.16,4.17,3.279,118.1
Cape Flattery,2023-08-25T13:30:00,0.607,1.15,4.17,3.571,116.7
Cape Flattery,2023-08-25T14:00:00,0.688,1.4,4.17,3.306,116.7
Cape Flattery,2023-08-25T14:30:00,0.688,1.28,4.35,3.39,118.1
Cape Flattery,2023-08-25T15:00:00,0.711,1.18,4.35,3.306,120.9
Cape Flattery,2023-08-25T15:30:00,0.645,1.46,4.17,3.333,113.9
Cape Flattery,2023-08-25T16:00:00,0.707,1.42,4.17,3.361,116.7
Cape Flattery,2023-08-25T16:30:00,0.753,1.31,4.17,3.39,118.1
Cape Flattery,2023-08-25T17:00:00,0.706,1.17,4.55,3.39,118.1
Cape Flattery,2023-08-25T17:30:00,0.706,1.16,4.17,3.39,118.1
Cape Flattery,2023-08-25T18:00:00,0.728,1.65,4.35,3.361,118.1
Cape Flattery,2023-08-25T18:30:00,0.723,1.37,4.35,3.361,118.1
Cape Flattery,2023-08-25T19:00:00,0.736,1.4,4.35,3.448,115.3
Cape Flattery,2023-08-25T19:30:00,0.799,1.66,4.35,3.39,113.9
Cape Flattery,2023-08-25T20:00:00,0.761,1.27,4.55,3.448,115.3
Cape Flattery,2023-08-25T20:30:00,0.773,1.51,4.35,3.419,113.9
Cape Flattery,2023-08-25T21:00:00,0.806,1.4,4.76,3.448,108.3
Cape Flattery,2023-08-25T21:30:00,0.82,1.32,4.76,3.478,105.5
Cape Flattery,2023-08-25T22:00:00,0.812,1.61,4.55,3.54,106.9
Cape Flattery,2023-08-25T22:30:00,0.807,1.56,4.55,3.54,112.5
Cape Flattery,2023-08-25T23:00:00,0.833,1.36,4.55,3.54,109.7
Cape Flattery,2023-08-25T23:30:00,0.874,1.48,4.35,3.54,113.9
Cape Flattery,2023-08-26T00:00:00,0.823,1.63,4.76,3.604,109.7
Cape Flattery,2023-08-26T00:30:00,0.828,1.43,4.35,3.604,108.3
Cape Flattery,2023-08-26T01:00:00,0.788,1.42,4.55,3.571,108.3
Cape Flattery,2023-08-26T01:30:00,0.858,1.43,4.55,3.571,108.3
Cape Flattery,2023-08-26T02:30:00,0.811,1.4,4.55,3.478,111.1
Cape Flattery,2023-08-26T03:00:00,0.794,1.4,4.55,3.604,115.3
Cape Flattery,2023-08-26T03:30:00,0.756,1.26,4.55,3.448,113.9
Cape Flattery,2023-08-26T04:00:00,0.753,1.27,4.35,3.448,109.7
Cape Flattery,2023-08-26T04:30:00,0.831,1.37,4.76,3.419,106.9
Cape Flattery,2023-08-26T05:00:00,0.823,1.41,4.35,3.509,112.5
Cape Flattery,2023-08-26T05:30:00,0.878,1.61,4.35,3.478,109.7
Cape Flattery,2023-08-26T06:00:00,0.874,1.58,4.55,3.571,112.5
Cape Flattery,2023-08-26T06:30:00,0.833,1.52,4.76,3.67,112.5
Cape Flattery,2023-08-26T07:00:00,0.815,1.44,4.55,3.571,112.5
Cape Flattery,2023-08-26T07:30:00,0.814,1.6,4.55,3.54,111.1
Cape Flattery,2023-08-26T08:00:00,0.826,1.53,4.55,3.571,112.5
Cape Flattery,2023-08-26T08:30:00,0.796,1.38,4.76,3.571,106.9
Cape Flattery,2023-08-26T09:00:00,0.804,1.5,4.55,3.509,109.7
Cape Flattery,2023-08-26T09:30:00,0.775,1.35,4.35,3.478,111.1
Cape Flattery,2023-08-26T10:00:00,0.811,1.66,4.35,3.509,106.9
Cape Flattery,2023-08-26T10:30:00,0.859,1.52,4.35,3.571,112.5
Cape Flattery,2023-08-26T11:00:00,0.813,1.44,4.35,3.54,109.7
Cape Flattery,2023-08-26T11:30:00,0.766,1.22,4.55,3.54,106.9
Cape Flattery,2023-08-26T12:00:00,0.742,1.63,4.35,3.478,116.7
Cape Flattery,2023-08-26T12:30:00,0.684,1.13,4,3.306,116.7
Cape Flattery,2023-08-26T13:00:00,0.667,1.11,4.35,3.279,111.1
Cape Flattery,2023-08-26T13:30:00,0.648,1.2,4.35,3.279,116.7
Cape Flattery,2023-08-26T14:00:00,0.693,1.34,4,3.279,115.3
Cape Flattery,2023-08-26T14:30:00,0.672,1.27,4,3.306,115.3
Cape Flattery,2023-08-26T15:00:00,0.702,1.25,4.17,3.279,112.5
Cape Flattery,2023-08-26T15:30:00,0.686,1.28,4,3.419,118.1
Cape Flattery,2023-08-26T16:30:00,0.74,1.29,4.17,3.333,118.1
Cape Flattery,2023-08-26T17:00:00,0.773,1.32,4.17,3.39,112.5
Cape Flattery,2023-08-26T17:30:00,0.779,1.31,4.17,3.478,116.7
Cape Flattery,2023-08-26T18:00:00,0.814,1.25,4.17,3.419,115.3
Cape Flattery,2023-08-26T18:30:00,0.891,1.55,4.35,3.478,115.3
Cape Flattery,2023-08-26T19:00:00,0.871,1.5,4.55,3.67,116.7
Cape Flattery,2023-08-26T19:30:00,0.827,1.32,4.55,3.704,115.3
Cape Flattery,2023-08-26T20:00:00,0.817,1.56,4.76,3.54,112.5
Cape Flattery,2023-08-26T20:30:00,0.873,1.53,4.35,3.571,112.5
Cape Flattery,2023-08-26T21:00:00,0.877,1.89,4.55,3.67,113.9
Cape Flattery,2023-08-26T21:30:00,0.936,1.57,4.76,3.54,116.7
Cape Flattery,2023-08-26T22:00:00,0.87,1.39,4.76,3.704,111.1
Cape Flattery,2023-08-26T22:30:00,0.884,1.44,4.76,3.636,116.7
Cape Flattery,2023-08-26T23:00:00,0.906,1.48,4.55,3.704,111.1
Cape Flattery,2023-08-26T23:30:00,0.945,1.52,5,3.67,108.3
Cape Flattery,2023-08-27T00:00:00,0.848,1.39,5,3.738,102.7
Cape Flattery,2023-08-27T00:30:00,0.8,1.46,4.35,3.571,111.1
Cape Flattery,2023-08-27T01:00:00,0.797,1.31,4.76,3.604,112.5
Cape Flattery,2023-08-27T01:30:00,0.742,1.28,4.55,3.478,112.5
Cape Flattery,2023-08-27T02:00:00,0.716,1.2,4.17,3.361,111.1
Cape Flattery,2023-08-27T02:30:00,0.727,1.34,4.55,3.279,112.5
Cape Flattery,2023-08-27T03:00:00,0.678,1.15,4.35,3.39,115.3
Cape Flattery,2023-08-27T03:30:00,0.673,1.24,4.35,3.279,111.1
Cape Flattery,2023-08-27T04:00:00,0.712,1.21,4,3.361,112.5
Cape Flattery,2023-08-27T04:30:00,0.776,1.52,4.35,3.419,113.9
Cape Flattery,2023-08-27T05:00:00,0.78,1.51,4.35,3.54,115.3
Cape Flattery,2023-08-27T05:30:00,0.813,1.49,4.35,3.448,119.5
Cape Flattery,2023-08-27T06:00:00,0.787,1.49,4.35,3.509,116.7
Cape Flattery,2023-08-27T06:30:00,0.804,1.33,4.55,3.419,118.1
Cape Flattery,2023-08-27T07:00:00,0.84,1.47,4.55,3.54,115.3
Cape Flattery,2023-08-27T07:30:00,0.83,1.52,4.55,3.604,116.7
Cape Flattery,2023-08-27T08:00:00,0.844,1.61,4.35,3.604,116.7
Cape Flattery,2023-08-27T08:30:00,0.869,1.33,4.76,3.604,116.7
Cape Flattery,2023-08-27T09:00:00,0.914,1.49,4.76,3.571,112.5
Cape Flattery,2023-08-27T09:30:00,0.888,1.61,4.76,3.636,112.5
Cape Flattery,2023-08-27T10:00:00,0.865,1.38,5,3.774,111.1
Cape Flattery,2023-08-27T10:30:00,0.793,1.5,4.55,3.636,112.5
Cape Flattery,2023-08-27T11:30:00,0.717,1.39,4.55,3.636,111.1
Cape Flattery,2023-08-27T12:00:00,0.761,1.38,4.35,3.419,108.3
Tweed Heads Mk4,2023-08-20T00:00:00,0.54,0.8,13.33,6.43,76.85
Tweed Heads Mk4,2023-08-20T00:30:00,0.57,0.89,13.33,6.41,91.35
Tweed Heads Mk4,2023-08-20T01:00:00,0.53,0.88,12.5,6.09,99.26
Tweed Heads Mk4,2023-08-20T01:30:00,0.55,0.9,13.33,5.76,79.13
Tweed Heads Mk4,2023-08-20T02:00:00,0.56,1.01,13.33,5.9,87.13
Tweed Heads Mk4,2023-08-20T02:30:00,0.56,0.91,13.33,5.23,75.7
Tweed Heads Mk4,2023-08-20T03:00:00,0.51,0.82,13.33,4.81,78.16
Tweed Heads Mk4,2023-08-20T03:30:00,0.54,0.77,13.33,5.2,78.78
Tweed Heads Mk4,2023-08-20T04:00:00,0.54,0.88,13.33,5.17,68.41
Tweed Heads Mk4,2023-08-20T04:30:00,0.51,0.8,13.33,5.14,82.56
Tweed Heads Mk4,2023-08-20T05:00:00,0.55,1.06,13.33,5.35,82.91
Tweed Heads Mk4,2023-08-20T05:30:00,0.59,0.96,8.7,5.32,122.3
Tweed Heads Mk4,2023-08-20T06:00:00,0.6,0.95,12.5,5.27,91.79
Tweed Heads Mk4,2023-08-20T06:30:00,0.61,0.96,13.33,5.03,77.55
Tweed Heads Mk4,2023-08-20T07:00:00,0.59,1,6.67,4.94,121.24
Tweed Heads Mk4,2023-08-20T07:30:00,0.62,0.94,10.53,4.79,112.8
Tweed Heads Mk4,2023-08-20T08:00:00,0.64,0.98,12.5,4.85,90.12
Tweed Heads Mk4,2023-08-20T08:30:00,0.69,1.33,12.5,4.83,94.34
Tweed Heads Mk4,2023-08-20T09:00:00,0.71,1.14,12.5,4.93,94.78
Tweed Heads Mk4,2023-08-20T09:30:00,0.73,1.27,8,4.8,119.92
Tweed Heads Mk4,2023-08-20T10:00:00,0.76,1.25,13.33,4.79,89.59
Tweed Heads Mk4,2023-08-20T10:30:00,0.74,1.15,13.33,4.42,89.33
Tweed Heads Mk4,2023-08-20T11:00:00,0.74,1.22,12.5,4.21,92.93
Tweed Heads Mk4,2023-08-20T11:30:00,0.68,1.06,13.33,4.23,94.43
Tweed Heads Mk4,2023-08-20T12:00:00,0.73,1.26,12.5,4.28,84.23
Tweed Heads Mk4,2023-08-20T12:30:00,0.7,1.17,11.11,4.19,115.97
Tweed Heads Mk4,2023-08-20T13:00:00,0.71,1.26,13.33,4.27,92.58
Tweed Heads Mk4,2023-08-20T13:30:00,0.67,1.1,12.5,4.21,92.23
Tweed Heads Mk4,2023-08-20T14:00:00,0.69,1.49,12.5,4.34,92.67
Tweed Heads Mk4,2023-08-20T15:00:00,0.64,1,12.5,4.3,95.66
Tweed Heads Mk4,2023-08-20T15:30:00,0.58,0.92,12.5,4.28,85.73
Tweed Heads Mk4,2023-08-20T16:00:00,0.6,0.96,13.33,4.47,83.53
Tweed Heads Mk4,2023-08-20T16:30:00,0.58,0.96,13.33,4.52,87.84
Tweed Heads Mk4,2023-08-20T17:00:00,0.57,0.81,11.76,4.46,91.88
Tweed Heads Mk4,2023-08-20T17:30:00,0.61,1.06,13.33,4.85,79.57
Tweed Heads Mk4,2023-08-20T18:00:00,0.58,0.98,12.5,4.82,91.18
Tweed Heads Mk4,2023-08-20T18:30:00,0.64,1.14,12.5,5,91.18
Tweed Heads Mk4,2023-08-20T19:00:00,0.64,1.07,12.5,5.06,81.86
Tweed Heads Mk4,2023-08-20T19:30:00,0.6,0.89,13.33,4.84,92.93
Tweed Heads Mk4,2023-08-20T20:00:00,0.66,1.1,10,4.96,127.13
Tweed Heads Mk4,2023-08-20T20:30:00,0.67,1.32,13.33,5.19,84.76
Tweed Heads Mk4,2023-08-20T21:00:00,0.65,1.25,12.5,5.2,93.11
Tweed Heads Mk4,2023-08-20T21:30:00,0.68,0.99,12.5,5.21,97.59
Tweed Heads Mk4,2023-08-20T22:00:00,0.67,1.11,12.5,5.12,97.33
Tweed Heads Mk4,2023-08-20T22:30:00,0.71,1.13,12.5,5.4,91.79
Tweed Heads Mk4,2023-08-20T23:00:00,0.69,1.09,12.5,5.33,89.59
Tweed Heads Mk4,2023-08-20T23:30:00,0.69,1.16,10.53,5.44,119.4
Tweed Heads Mk4,2023-08-21T00:00:00,0.8,1.28,9.09,5.95,131.53
Tweed Heads Mk4,2023-08-21T00:30:00,0.81,1.37,10,5.88,122.74
Tweed Heads Mk4,2023-08-21T01:00:00,0.73,1.28,11.76,5.62,93.46
Tweed Heads Mk4,2023-08-21T01:30:00,0.76,1.47,9.52,5.91,129.86
