Wave Data provided @ 13:15hrs on 27-08-2023,,,,,,
Site, DateTime, Hsig, Hmax, Tp, Tz, Direction
Caloundra,2023-08-20T00:00:00,0.371,0.75,12.5,5.263,92.8
Caloundra,2023-08-20T00:30:00,0.362,0.65,13.33,6.154,98.4
Caloundra,2023-08-20T01:30:00,0.425,0.7,13.33,6.154,91.4
Caloundra,2023-08-20T02:00:00,0.423,0.7,13.33,6.452,95.6
Caloundra,2023-08-20T02:30:00,0.426,0.77,12.5,6.557,92.8
Caloundra,2023-08-20T03:00:00,0.403,0.69,13.33,6.667,108.3
Caloundra,2023-08-20T03:30:00,0.437,0.75,13.33,6.897,88.6
Caloundra,2023-08-20T04:00:00,0.459,0.85,13.33,8,98.4
Caloundra,2023-08-20T04:30:00,0.471,0.83,12.5,8,101.3
Caloundra,2023-08-20T05:00:00,0.557,0.98,12.5,7.692,98.4
Caloundra,2023-08-20T05:30:00,0.511,0.87,13.33,8.511,95.6
Caloundra,2023-08-20T06:00:00,0.531,0.87,11.76,8.511,101.3
Caloundra,2023-08-20T06:30:00,0.588,0.98,11.76,8.696,101.3
Caloundra,2023-08-20T07:00:00,0.521,0.91,11.11,9.091,118.1
Caloundra,2023-08-20T07:30:00,0.552,0.9,11.11,8,113.9
Caloundra,2023-08-20T08:00:00,0.506,0.97,12.5,7.843,105.5
Caloundra,2023-08-20T08:30:00,0.519,0.83,11.11,7.547,102.7
Caloundra,2023-08-20T09:00:00,0.508,0.86,13.33,7.692,106.9
Caloundra,2023-08-20T09:30:00,0.443,1.01,13.33,8,98.4
Caloundra,2023-08-20T10:00:00,0.53,0.94,12.5,7.018,101.3
Caloundra,2023-08-20T10:30:00,0.485,0.89,12.5,7.547,105.5
Caloundra,2023-08-20T11:00:00,0.473,0.72,10.53,7.018,106.9
Caloundra,2023-08-20T11:30:00,0.584,1.01,11.76,6.667,101.3
Caloundra,2023-08-20T12:00:00,0.531,0.91,11.76,7.843,108.3
Caloundra,2023-08-20T12:30:00,0.495,0.8,11.11,7.407,102.7
Caloundra,2023-08-20T13:00:00,0.469,0.78,12.5,5.97,104.1
Caloundra,2023-08-20T13:30:00,0.478,0.79,11.76,6.154,97
Caloundra,2023-08-20T14:00:00,0.504,0.96,11.76,6.78,99.8
Caloundra,2023-08-20T14:30:00,0.465,0.7,10.53,6.349,99.8
Caloundra,2023-08-20T15:00:00,0.508,0.86,11.76,5.556,98.4
Caloundra,2023-08-20T15:30:00,0.465,0.93,12.5,5.797,90
Caloundra,2023-08-20T16:00:00,0.445,0.67,11.76,5.063,99.8
Caloundra,2023-08-20T16:30:00,0.438,0.7,11.76,5.405,99.8
Caloundra,2023-08-20T17:00:00,0.457,0.75,12.5,5.556,94.2
Caloundra,2023-08-20T17:30:00,0.421,0.68,11.76,5.479,101.3
Caloundra,2023-08-20T18:00:00,0.432,0.85,10.53,5.195,98.4
Caloundra,2023-08-20T18:30:00,0.429,0.71,11.11,5.479,111.1
Caloundra,2023-08-20T19:00:00,0.389,0.75,11.11,5.063,112.5
Caloundra,2023-08-20T19:30:00,0.401,0.86,10.53,4.651,99.8
Caloundra,2023-08-20T20:00:00,0.379,0.73,13.33,5.263,91.4
Caloundra,2023-08-20T20:30:00,0.421,0.67,13.33,5.063,102.7
Caloundra,2023-08-20T21:00:00,0.37,0.66,12.5,5.063,105.5
Caloundra,2023-08-20T21:30:00,0.366,0.65,13.33,5.128,102.7
Caloundra,2023-08-20T22:00:00,0.387,0.66,12.5,5.333,95.6
Caloundra,2023-08-20T23:00:00,0.384,0.66,11.76,5.405,104.1
Caloundra,2023-08-20T23:30:00,0.387,0.59,13.33,5.797,92.8
Caloundra,2023-08-21T00:00:00,0.422,0.7,12.5,5.97,106.9
Caloundra,2023-08-21T00:30:00,0.417,0.75,12.5,6.349,97
Caloundra,2023-08-21T01:00:00,0.408,0.59,11.11,6.349,95.6
Caloundra,2023-08-21T01:30:00,0.419,0.69,12.5,6.349,88.6
Caloundra,2023-08-21T02:00:00,0.418,0.61,12.5,6.25,88.6
Caloundra,2023-08-21T02:30:00,0.419,0.62,13.33,6.557,97
Caloundra,2023-08-21T03:00:00,0.412,0.66,13.33,6.061,87.2
Caloundra,2023-08-21T03:30:00,0.405,0.66,12.5,7.018,87.2
Caloundra,2023-08-21T04:00:00,0.422,0.67,12.5,6.78,95.6
Caloundra,2023-08-21T04:30:00,0.394,0.66,11.76,7.143,94.2
Caloundra,2023-08-21T05:00:00,0.436,0.63,10.53,7.018,98.4
Caloundra,2023-08-21T05:30:00,0.446,0.82,11.76,7.407,105.5
Caloundra,2023-08-21T06:00:00,0.356,0.6,11.76,6.667,95.6
Caloundra,2023-08-21T06:30:00,0.4,0.63,12.5,6.154,94.2
Caloundra,2023-08-21T07:00:00,0.415,0.69,10.53,6.452,105.5
Caloundra,2023-08-21T07:30:00,0.42,0.73,12.5,6.557,97
Caloundra,2023-08-21T08:00:00,0.431,0.68,13.33,5.797,95.6
Caloundra,2023-08-21T08:30:00,0.417,0.72,11.11,6.452,113.9
Caloundra,2023-08-21T09:00:00,0.42,0.68,11.76,6.452,104.1
Caloundra,2023-08-21T09:30:00,0.428,0.89,12.5,5.797,101.3
Caloundra,2023-08-21T10:00:00,0.388,0.78,11.11,6.061,113.9
Caloundra,2023-08-21T10:30:00,0.428,0.74,11.76,5.634,101.3
Caloundra,2023-08-21T11:00:00,0.4,0.63,13.33,5.714,104.1
Caloundra,2023-08-21T11:30:00,0.414,0.65,12.5,5.479,102.7
Caloundra,2023-08-21T12:00:00,0.389,0.71,10.53,5.797,106.9
Caloundra,2023-08-21T12:30:00,0.389,0.72,12.5,5.797,111.1
Caloundra,2023-08-21T13:00:00,0.469,0.85,11.76,5.634,106.9
Caloundra,2023-08-21T13:30:00,0.419,0.66,12.5,5.97,95.6
Caloundra,2023-08-21T14:00:00,0.427,0.72,12.5,5.556,97
Caloundra,2023-08-21T14:30:00,0.429,0.7,12.5,5.797,99.8
Caloundra,2023-08-21T15:00:00,0.45,0.68,13.33,5.063,95.6
Caloundra,2023-08-21T15:30:00,0.462,0.76,10.53,4.819,108.3
Caloundra,2023-08-21T16:00:00,0.463,0.8,10.53,4.762,104.1
Caloundra,2023-08-21T16:30:00,0.443,0.79,11.11,4.598,104.1
Caloundra,2023-08-21T17:00:00,0.421,0.81,12.5,4.396,87.2
Caloundra,2023-08-21T17:30:00,0.439,0.73,12.5,3.922,88.6
Caloundra,2023-08-21T18:00:00,0.451,0.84,12.5,3.922,91.4
Caloundra,2023-08-21T18:30:00,0.483,0.95,12.5,4.082,90
Caloundra,2023-08-21T19:00:00,0.422,0.91,10.53,4,111.1
Caloundra,2023-08-21T19:30:00,0.442,0.79,11.76,3.846,101.3
Caloundra,2023-08-21T20:00:00,0.453,0.87,11.76,3.846,102.7
Caloundra,2023-08-21T20:30:00,0.426,0.8,12.5,3.81,104.1
Caloundra,2023-08-21T21:00:00,0.435,0.84,12.5,3.704,108.3
Caloundra,2023-08-21T21:30:00,0.414,0.86,12.5,3.738,109.7
Caloundra,2023-08-21T22:00:00,0.44,0.88,11.76,3.636,112.5
Caloundra,2023-08-21T22:30:00,0.409,0.81,11.76,3.67,102.7
Caloundra,2023-08-21T23:00:00,0.429,0.8,12.5,3.774,108.3
Caloundra,2023-08-21T23:30:00,0.418,0.78,12.5,4.444,97
Caloundra,2023-08-22T00:00:00,0.426,0.68,13.33,4.255,97
Caloundra,2023-08-22T00:30:00,0.433,0.74,13.33,4.167,99.8
Caloundra,2023-08-22T01:00:00,0.436,0.83,13.33,4.598,98.4
Caloundra,2023-08-22T01:30:00,0.407,0.82,12.5,4.444,92.8
Caloundra,2023-08-22T02:00:00,0.45,0.87,13.33,4.545,109.7
Caloundra,2023-08-22T02:30:00,0.482,0.82,12.5,4.762,85.8
Caloundra,2023-08-22T03:00:00,0.433,0.77,11.76,4.706,92.8
Caloundra,2023-08-22T03:30:00,0.463,0.8,12.5,4.762,90
Caloundra,2023-08-22T04:00:00,0.439,0.63,11.11,4.819,91.4
Caloundra,2023-08-22T04:30:00,0.442,0.75,11.76,4.444,91.4
Caloundra,2023-08-22T05:00:00,0.459,0.73,11.76,4.545,83
Caloundra,2023-08-22T05:30:00,0.446,0.84,12.5,4.545,78.8
Caloundra,2023-08-22T06:00:00,0.406,0.69,11.76,4.598,85.8
Caloundra,2023-08-22T06:30:00,0.414,0.69,11.11,4.706,101.3
Caloundra,2023-08-22T07:00:00,0.43,0.69,10.53,4.762,112.5
Caloundra,2023-08-22T07:30:00,0.419,0.71,11.76,4.938,87.2
Caloundra,2023-08-22T08:00:00,0.398,0.75,11.11,5.128,109.7
Caloundra,2023-08-22T08:30:00,0.365,0.54,11.76,5.195,99.8
Caloundra,2023-08-22T09:00:00,0.384,0.69,12.5,5,101.3
Caloundra,2023-08-22T09:30:00,0.405,0.65,12.5,5.128,90
Caloundra,2023-08-22T10:00:00,0.397,0.68,12.5,5.405,90
Caloundra,2023-08-22T10:30:00,0.369,0.65,11.11,5.556,102.7
Caloundra,2023-08-22T11:00:00,0.385,0.74,12.5,5.263,97
Caloundra,2023-08-22T11:30:00,0.391,0.59,12.5,4.938,97
Caloundra,2023-08-22T12:00:00,0.42,0.75,10,4.819,102.7
Caloundra,2023-08-22T12:30:00,0.397,0.71,11.11,4.938,104.1
Caloundra,2023-08-22T13:00:00,0.399,0.77,11.76,5.263,104.1
Caloundra,2023-08-22T13:30:00,0.399,0.65,11.11,4.938,98.4
Caloundra,2023-08-22T14:00:00,0.431,0.65,12.5,4.301,95.6
Caloundra,2023-08-22T14:30:00,0.45,0.72,11.76,4.082,95.6
Caloundra,2023-08-22T15:00:00,0.444,0.81,12.5,4.04,106.9
Caloundra,2023-08-22T15:30:00,0.469,0.75,12.5,3.922,98.4
Caloundra,2023-08-22T16:00:00,0.478,0.76,11.76,3.774,111.1
Caloundra,2023-08-22T16:30:00,0.521,0.89,12.5,3.67,101.3
Caloundra,2023-08-22T17:00:00,0.526,0.9,12.5,3.922,97
Caloundra,2023-08-22T17:30:00,0.525,0.94,10.53,3.81,105.5
Caloundra,2023-08-22T18:00:00,0.552,1,12.5,3.846,99.8
Caloundra,2023-08-22T18:30:00,0.557,0.86,12.5,4,95.6
Caloundra,2023-08-22T19:00:00,0.571,1.04,4.76,4.082,71.7
Caloundra,2023-08-22T19:30:00,0.573,1,11.76,4.04,102.7
Caloundra,2023-08-22T20:00:00,0.56,1.05,4.76,3.774,78.8
Caloundra,2023-08-22T20:30:00,0.595,1.01,12.5,3.738,99.8
Caloundra,2023-08-22T21:00:00,0.548,0.91,11.76,3.738,99.8
Caloundra,2023-08-22T21:30:00,0.531,0.95,12.5,3.81,113.9
Caloundra,2023-08-22T22:00:00,0.513,0.81,12.5,4.04,111.1
Caloundra,2023-08-22T22:30:00,0.477,0.93,13.33,4.124,111.1
Caloundra,2023-08-22T23:00:00,0.497,0.83,12.5,4.167,113.9
Caloundra,2023-08-22T23:30:00,0.492,0.96,12.5,4.348,109.7
Caloundra,2023-08-23T00:00:00,0.506,0.82,12.5,4.545,113.9
Caloundra,2023-08-23T00:30:00,0.498,0.81,12.5,4.762,109.7
Caloundra,2023-08-23T01:00:00,0.476,0.75,13.33,4.598,115.3
Caloundra,2023-08-23T01:30:00,0.488,0.8,11.76,4.706,112.5
Caloundra,2023-08-23T02:00:00,0.484,0.8,11.76,4.878,98.4
Caloundra,2023-08-23T02:30:00,0.509,0.78,12.5,4.651,105.5
Caloundra,2023-08-23T03:00:00,0.476,0.82,13.33,4.938,112.5
Caloundra,2023-08-23T03:30:00,0.52,0.88,12.5,4.706,99.8
Caloundra,2023-08-23T04:00:00,0.55,0.95,11.76,4.819,99.8
Caloundra,2023-08-23T04:30:00,0.535,0.88,11.76,5.195,102.7
Caloundra,2023-08-23T05:00:00,0.561,1.01,12.5,5.128,88.6
Caloundra,2023-08-23T05:30:00,0.553,0.86,12.5,5.128,95.6
Caloundra,2023-08-23T06:00:00,0.566,0.82,11.76,4.878,87.2
Caloundra,2023-08-23T06:30:00,0.569,0.85,11.11,4.878,99.8
Caloundra,2023-08-23T07:00:00,0.56,0.88,11.11,4.819,105.5
Caloundra,2023-08-23T07:30:00,0.556,0.98,11.76,4.819,97
Caloundra,2023-08-23T08:00:00,0.547,0.81,11.76,4.819,98.4
Caloundra,2023-08-23T09:00:00,0.533,0.95,5.56,4.762,53.4
Caloundra,2023-08-23T09:30:00,0.578,0.91,5.56,4.938,54.8
Caloundra,2023-08-23T10:00:00,0.557,1.03,11.76,5,102.7
Caloundra,2023-08-23T10:30:00,0.541,0.91,5.26,4.938,53.4
Caloundra,2023-08-23T11:00:00,0.582,0.96,11.76,5,98.4
Caloundra,2023-08-23T11:30:00,0.551,1.09,5.26,4.651,77.3
Caloundra,2023-08-23T12:00:00,0.555,0.96,11.76,5.063,94.2
Caloundra,2023-08-23T12:30:00,0.538,0.78,12.5,5.195,116.7
Caloundra,2023-08-23T13:00:00,0.533,1.16,12.5,5.063,112.5
Caloundra,2023-08-23T13:30:00,0.571,0.97,5.56,4.706,70.3
Caloundra,2023-08-23T14:00:00,0.542,0.92,5.56,4.444,54.8
Caloundra,2023-08-23T14:30:00,0.562,0.86,6.25,4.167,54.8
Caloundra,2023-08-23T15:00:00,0.555,0.92,5.56,4.082,71.7
Caloundra,2023-08-23T15:30:00,0.591,0.96,5.56,3.96,70.3
Caloundra,2023-08-23T16:00:00,0.623,1.07,5.26,3.738,70.3
Caloundra,2023-08-23T16:30:00,0.609,1.08,11.76,3.96,111.1
Caloundra,2023-08-23T17:00:00,0.655,1.09,5.26,3.883,71.7
Caloundra,2023-08-23T17:30:00,0.659,1.14,5.88,4.04,61.9
Caloundra,2023-08-23T18:00:00,0.667,1.08,6.67,4,49.2
Caloundra,2023-08-23T19:30:00,0.696,1.09,6.67,4.082,45
Caloundra,2023-08-23T20:00:00,0.692,1.2,6.25,4.255,52
Caloundra,2023-08-23T20:30:00,0.662,1.09,6.67,4.124,59.1
Caloundra,2023-08-23T21:00:00,0.634,1.22,6.25,4.211,50.6
Caloundra,2023-08-23T21:30:00,0.636,1.36,11.11,4.211,109.7
Caloundra,2023-08-23T22:00:00,0.641,0.98,6.25,4.494,54.8
Caloundra,2023-08-23T22:30:00,0.619,1.2,5.88,4.396,61.9
Caloundra,2023-08-23T23:00:00,0.648,1.18,5.56,4.301,83
Caloundra,2023-08-23T23:30:00,0.62,1.09,6.25,4.651,53.4
Caloundra,2023-08-24T00:00:00,0.589,0.94,6.67,4.651,52
Caloundra,2023-08-24T00:30:00,0.613,1.05,6.67,4.545,52
Caloundra,2023-08-24T01:00:00,0.553,0.83,6.67,4.819,54.8
Caloundra,2023-08-24T01:30:00,0.536,0.87,11.76,4.706,109.7
Caloundra,2023-08-24T02:00:00,0.605,1.06,6.67,5.063,46.4
Caloundra,2023-08-24T02:30:00,0.564,0.95,6.67,5.063,46.4
Caloundra,2023-08-24T03:00:00,0.617,1.07,7.14,4.598,40.8
Caloundra,2023-08-24T03:30:00,0.794,1.47,7.14,3.67,40.8
Caloundra,2023-08-24T05:30:00,0.996,1.78,4.17,3.738,158.9
Caloundra,2023-08-24T06:00:00,0.945,1.47,4.17,3.81,153.3
Caloundra,2023-08-24T06:30:00,0.916,1.43,4.17,3.81,150.5
Caloundra,2023-08-24T07:00:00,0.905,1.57,4.17,3.81,160.3
Caloundra,2023-08-24T07:30:00,0.851,1.63,4.17,3.846,150.5
Caloundra,2023-08-24T08:00:00,0.874,1.43,4,3.774,143.4
Caloundra,2023-08-24T08:30:00,0.778,1.58,4,3.846,149.1
Caloundra,2023-08-24T09:00:00,0.805,1.41,4,3.883,146.3
Caloundra,2023-08-24T09:30:00,0.739,1.23,7.14,3.96,61.9
Caloundra,2023-08-24T10:00:00,0.745,1.65,7.14,4,53.4
Caloundra,2023-08-24T10:30:00,0.745,1.21,6.67,3.846,70.3
Caloundra,2023-08-24T11:00:00,0.764,1.28,7.14,3.922,60.5
Caloundra,2023-08-24T11:30:00,0.732,1.26,6.67,3.96,77.3
Caloundra,2023-08-24T12:00:00,0.733,1.37,7.69,3.883,70.3
Caloundra,2023-08-24T12:30:00,0.754,1.3,7.69,3.883,73.1
Caloundra,2023-08-24T13:00:00,0.767,1.16,7.69,3.922,68.9
Caloundra,2023-08-24T13:30:00,0.758,1.3,7.14,3.846,60.5
Caloundra,2023-08-24T14:00:00,0.728,1.21,7.14,3.922,77.3
Caloundra,2023-08-24T14:30:00,0.718,1.08,6.67,3.96,74.5
Caloundra,2023-08-24T15:00:00,0.758,1.23,6.67,4,74.5
Caloundra,2023-08-24T15:30:00,0.75,1.29,7.14,4,67.5
Caloundra,2023-08-24T16:00:00,0.764,1.33,6.67,4,73.1
Caloundra,2023-08-24T16:30:00,0.739,1.3,7.14,4,61.9
Caloundra,2023-08-24T17:00:00,0.76,1.33,7.14,3.96,67.5
Caloundra,2023-08-24T17:30:00,0.786,1.52,7.14,4.167,74.5
Caloundra,2023-08-24T18:00:00,0.843,1.59,6.67,4.082,67.5
Caloundra,2023-08-24T18:30:00,0.796,1.22,6.67,4.211,78.8
Caloundra,2023-08-24T19:00:00,0.778,1.32,7.14,4.082,64.7
Caloundra,2023-08-24T19:30:00,0.819,1.73,7.14,4.167,75.9
Caloundra,2023-08-24T20:00:00,0.781,1.17,7.14,4.211,74.5
Caloundra,2023-08-24T20:30:00,0.732,1.24,6.67,4.211,75.9
Caloundra,2023-08-24T21:00:00,0.748,1.43,7.14,4.167,78.8
Caloundra,2023-08-24T21:30:00,0.805,1.42,6.67,4.124,90
Caloundra,2023-08-24T22:00:00,0.818,1.33,7.69,4.167,77.3
Caloundra,2023-08-24T22:30:00,0.799,1.36,7.14,4,85.8
Caloundra,2023-08-24T23:00:00,0.826,1.55,6.67,4,85.8
Caloundra,2023-08-24T23:30:00,0.771,1.36,7.14,4.124,88.6
Caloundra,2023-08-25T00:00:00,0.773,1.32,7.69,4.301,84.4
Caloundra,2023-08-25T00:30:00,0.826,1.86,7.14,4.301,85.8
Caloundra,2023-08-25T01:00:00,0.74,1.42,7.14,4.348,81.6
Caloundra,2023-08-25T01:30:00,0.786,1.41,7.69,4.211,90
Caloundra,2023-08-25T02:00:00,0.73,1.28,7.69,4.396,81.6
Caloundra,2023-08-25T02:30:00,0.743,1.3,7.69,4.444,88.6
Caloundra,2023-08-25T03:00:00,0.707,1.32,7.14,4.396,84.4
Caloundra,2023-08-25T03:30:00,0.729,1.2,6.67,4.396,83
Caloundra,2023-08-25T04:00:00,0.712,1.09,7.14,4.396,84.4
Caloundra,2023-08-25T04:30:00,0.735,1.24,7.14,4.598,81.6
Caloundra,2023-08-25T05:00:00,0.731,1.29,6.67,4.651,80.2
Caloundra,2023-08-25T05:30:00,0.715,1.22,7.14,5,80.2
Caloundra,2023-08-25T06:00:00,0.711,1.19,6.67,4.819,78.8
Caloundra,2023-08-25T06:30:00,0.675,1.22,7.14,4.819,75.9
Caloundra,2023-08-25T07:00:00,0.756,1.36,7.14,4.878,74.5
Caloundra,2023-08-25T07:30:00,0.74,1.26,7.69,5,66.1
Caloundra,2023-08-25T08:00:00,0.693,1.31,7.14,4.762,73.1
Caloundra,2023-08-25T08:30:00,0.732,1.25,7.69,4.706,81.6
Caloundra,2023-08-25T09:00:00,0.748,1.35,7.14,4.651,74.5
Caloundra,2023-08-25T09:30:00,0.802,1.28,7.14,4.396,87.2
Caloundra,2023-08-25T10:00:00,0.77,1.41,7.14,4.348,80.2
Caloundra,2023-08-25T10:30:00,0.787,1.28,6.67,4.082,88.6
Caloundra,2023-08-25T11:00:00,0.773,1.18,7.14,4.211,87.2
Caloundra,2023-08-25T11:30:00,0.763,1.11,6.67,4.167,91.4
Caloundra,2023-08-25T12:00:00,0.742,1.28,7.14,4.494,83
Caloundra,2023-08-25T12:30:00,0.7,1.16,7.14,4.444,90
Caloundra,2023-08-25T13:00:00,0.717,1.18,6.67,4.598,91.4
Caloundra,2023-08-25T13:30:00,0.702,1.38,6.67,4.396,84.4
Caloundra,2023-08-25T14:00:00,0.734,1.1,7.14,4.301,97
Caloundra,2023-08-25T14:30:00,0.737,1.22,6.67,4.545,90
Caloundra,2023-08-25T15:00:00,0.77,1.18,5.88,4.167,85.8
Caloundra,2023-08-25T15:30:00,0.775,1.32,6.67,4.167,85.8
Caloundra,2023-08-25T16:00:00,0.765,1.47,6.67,4.255,87.2
Caloundra,2023-08-25T16:30:00,0.732,1.26,7.14,4.124,85.8
Caloundra,2023-08-25T17:00:00,0.782,1.56,6.67,4,84.4
Caloundra,2023-08-25T17:30:00,0.843,1.29,5.26,4.04,81.6
Caloundra,2023-08-25T18:00:00,0.845,1.39,7.69,4.082,85.8
Caloundra,2023-08-25T18:30:00,0.816,1.43,6.25,4,81.6
Caloundra,2023-08-25T19:00:00,0.797,1.4,7.69,4.04,64.7
Caloundra,2023-08-25T19:30:00,0.731,1.24,7.14,4.04,75.9
Caloundra,2023-08-25T20:00:00,0.711,1.16,7.69,4,70.3
Caloundra,2023-08-25T20:30:00,0.732,1.2,7.14,4.082,77.3
Caloundra,2023-08-25T21:00:00,0.702,1.21,7.69,4.301,74.5
Caloundra,2023-08-25T21:30:00,0.679,1.24,5.56,4.348,84.4
Caloundra,2023-08-25T22:00:00,0.68,1.16,5.26,4.348,90
Caloundra,2023-08-25T22:30:00,0.721,1.19,7.14,4.396,75.9
Caloundra,2023-08-25T23:00:00,0.733,1.26,7.14,4.348,70.3
Caloundra,2023-08-25T23:30:00,0.744,1.28,6.25,4.301,74.5
Caloundra,2023-08-26T00:00:00,0.705,1.22,5.56,4.444,91.4
Caloundra,2023-08-26T00:30:00,0.652,1.05,6.67,4.396,78.8
Caloundra,2023-08-26T01:00:00,0.703,1.23,7.69,4.301,73.1
Caloundra,2023-08-26T01:30:00,0.709,1.15,5.88,4.444,87.2
Caloundra,2023-08-26T02:00:00,0.702,1.09,6.67,4.396,87.2
Caloundra,2023-08-26T02:30:00,0.655,1,5.56,4.255,88.6
Caloundra,2023-08-26T03:00:00,0.668,1.1,6.25,4.255,85.8
Caloundra,2023-08-26T03:30:00,0.662,0.99,6.67,4.348,83
Caloundra,2023-08-26T04:00:00,0.701,1.27,6.67,4.301,75.9
Caloundra,2023-08-26T04:30:00,0.674,1.06,6.67,4.348,84.4
Caloundra,2023-08-26T05:00:00,0.694,1.15,5.88,4.301,78.8
Caloundra,2023-08-26T05:30:00,0.638,1.13,7.14,4.348,74.5
Caloundra,2023-08-26T06:00:00,0.667,1.08,7.14,4.348,77.3
Caloundra,2023-08-26T06:30:00,0.64,1.13,5.88,4.494,84.4
Caloundra,2023-08-26T07:00:00,0.633,1.03,6.67,4.444,73.1
Caloundra,2023-08-26T07:30:00,0.619,1.06,6.25,4.348,80.2
Caloundra,2023-08-26T08:00:00,0.631,1.01,7.14,4.348,61.9
Caloundra,2023-08-26T08:30:00,0.679,1.18,6.67,4.598,85.8
Caloundra,2023-08-26T09:00:00,0.657,1.07,5.88,4.494,84.4
Caloundra,2023-08-26T09:30:00,0.675,1.31,7.14,4.211,70.3
Caloundra,2023-08-26T10:30:00,0.724,1.17,7.14,4.211,81.6
Caloundra,2023-08-26T11:00:00,0.701,1.14,7.14,4.124,68.9
Caloundra,2023-08-26T11:30:00,0.72,1.11,5.88,4.04,99.8
Caloundra,2023-08-26T12:00:00,0.75,1.22,6.67,4.211,83
Caloundra,2023-08-26T12:30:00,0.764,1.39,5.56,4.255,90
Caloundra,2023-08-26T13:00:00,0.751,1.53,6.25,4.124,84.4
Caloundra,2023-08-26T13:30:00,0.744,1.17,5.56,4.124,87.2
Caloundra,2023-08-26T14:00:00,0.809,1.47,6.25,4.211,92.8
Caloundra,2023-08-26T14:30:00,0.809,1.28,6.25,4.301,84.4
Caloundra,2023-08-26T15:00:00,0.828,1.43,5.88,4.124,88.6
Caloundra,2023-08-26T15:30:00,0.854,1.35,5,4.124,90
Caloundra,2023-08-26T16:00:00,0.869,1.38,5.88,4.04,97
Caloundra,2023-08-26T16:30:00,0.846,1.32,6.25,4.124,83
Caloundra,2023-08-26T17:00:00,0.794,1.31,6.25,4.124,80.2
Caloundra,2023-08-26T17:30:00,0.813,1.59,6.25,4,88.6
Caloundra,2023-08-26T18:00:00,0.789,1.4,6.67,4.04,77.3
Caloundra,2023-08-26T18:30:00,0.787,1.29,6.25,4.124,92.8
Caloundra,2023-08-26T19:00:00,0.774,1.19,5.26,4.082,90
Caloundra,2023-08-26T19:30:00,0.793,1.34,5.56,3.922,95.6
Caloundra,2023-08-26T20:00:00,0.776,1.29,5.56,3.96,98.4
Caloundra,2023-08-26T20:30:00,0.849,1.4,6.25,3.846,80.2
Caloundra,2023-08-26T21:00:00,0.847,1.34,6.25,4,77.3
Caloundra,2023-08-26T21:30:00,0.854,1.36,6.67,4.082,80.2
Caloundra,2023-08-26T22:00:00,0.831,1.3,6.25,4.082,90
Caloundra,2023-08-26T22:30:00,0.819,1.43,6.25,4.124,92.8
Caloundra,2023-08-26T23:00:00,0.867,1.31,5.88,4.124,92.8
Caloundra,2023-08-26T23:30:00,0.809,1.34,6.67,4.301,80.2
Caloundra,2023-08-27T00:00:00,0.755,1.34,6.25,4.255,95.6
Caloundra,2023-08-27T00:30:00,0.783,1.44,5.56,4.255,95.6
Caloundra,2023-08-27T01:30:00,0.786,1.27,5.56,4.255,80.2
Caloundra,2023-08-27T02:00:00,0.707,1.25,6.25,4.444,80.2
Caloundra,2023-08-27T02:30:00,0.741,1.21,6.25,4.167,90
Caloundra,2023-08-27T03:00:00,0.757,1.29,6.25,4.348,91.4
Caloundra,2023-08-27T03:30:00,0.711,1.24,6.25,4.301,84.4
Caloundra,2023-08-27T04:00:00,0.701,1.22,5,4.211,91.4
Caloundra,2023-08-27T04:30:00,0.716,1.13,5.88,4.255,87.2
Caloundra,2023-08-27T05:00:00,0.738,1.13,6.25,4.545,85.8
Caloundra,2023-08-27T05:30:00,0.729,1.37,5.88,4.598,92.8
Caloundra,2023-08-27T06:00:00,0.738,1.22,5.88,4.598,92.8
Caloundra,2023-08-27T06:30:00,0.748,1.5,6.25,4.545,83
Caloundra,2023-08-27T07:00:00,0.726,1.24,6.67,4.598,88.6
Caloundra,2023-08-27T07:30:00,0.703,1.21,6.67,4.598,90
Caloundra,2023-08-27T08:00:00,0.764,1.21,6.67,4.444,81.6
Caloundra,2023-08-27T08:30:00,0.748,1.19,6.67,4.598,84.4
Caloundra,2023-08-27T09:00:00,0.776,1.55,6.67,4.444,77.3
Caloundra,2023-08-27T09:30:00,0.795,1.38,6.25,4.396,94.2
Caloundra,2023-08-27T10:00:00,0.779,1.33,6.67,4.494,83
Caloundra,2023-08-27T10:30:00,0.737,1.25,6.67,4.444,70.3
Caloundra,2023-08-27T11:00:00,0.725,1.17,5.56,4.211,85.8
Caloundra,2023-08-27T11:30:00,0.71,1.38,6.25,4.396,83
Caloundra,2023-08-27T12:00:00,0.744,1.21,5.88,4.494,77.3
North Moreton Bay,2023-08-20T00:00:00,0.581,0.89,13.33,3.509,85.8
North Moreton Bay,2023-08-20T00:30:00,0.565,0.94,12.5,3.509,88.6
North Moreton Bay,2023-08-20T01:00:00,0.558,0.89,13.33,3.361,77.3
North Moreton Bay,2023-08-20T01:30:00,0.549,1.06,13.33,3.54,84.4
North Moreton Bay,2023-08-20T02:00:00,0.512,0.81,13.33,3.571,81.6
North Moreton Bay,2023-08-20T02:30:00,0.531,1.06,12.5,3.54,81.6
North Moreton Bay,2023-08-20T03:00:00,0.533,1.1,13.33,3.636,83
North Moreton Bay,2023-08-20T03:30:00,0.569,1.14,12.5,3.738,85.8
North Moreton Bay,2023-08-20T04:00:00,0.532,1.09,12.5,4.082,91.4
